profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p07533,2021,2913,1.7282657216208928,52,male,white,not hispanic,less than high school,"$60,000 to $74,999",2,middle class,south,suburbs of 12 largest smsas,strong republican,slightly conservative,protestant,NA,not available in this year,NA
p07534,2022,3031,0.8608956544480362,24,female,white,not hispanic,high school,"$15,000 to $17,499",NA,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",liberal,protestant,yes,NA,only some
p07535,2021,681,0.4758140466339318,70,female,white,not hispanic,high school,"$12,500 to $14,999",1,lower class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",slightly conservative,protestant,no,not available in this year,only some
p07536,2024,1038,0.23122323681388485,85,female,white,not hispanic,associate/junior college,"$12,500 to $14,999",1,middle class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,only some
p07537,2024,1047,1.2273335293368584,43,male,white,not hispanic,associate/junior college,"$40,000 to $49,999",3,working class,midwest,not available in this year,not very strong republican,slightly conservative,catholic,no,not very strong,a great deal
p07538,2018,330,0.8566808320162882,24,female,black or african american,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,south,central city of 12 largest smsas,not very strong democrat,slightly liberal,protestant,yes,strong,only some
p07539,2024,698,1.3911494966429825,64,male,white,"mexican, mexican american, chicano/a",high school,"$75,000 to $89,999",NA,working class,south,not available in this year,strong democrat,"moderate, middle of the road",catholic,no,NA,a great deal
p07540,2021,2127,0.9185452674176434,68,male,white,not hispanic,bachelor's,"$170,000 or over",3,upper class,south,central city of 12 largest smsas,"independent, close to republican",slightly conservative,jewish,no,not available in this year,a great deal
p07541,2024,1265,1.598578926212786,26,male,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,working class,midwest,not available in this year,not very strong republican,slightly conservative,catholic,no,NA,NA
p07542,2024,3112,0.6466647206929074,30,male,white,"mexican, mexican american, chicano/a",high school,"$60,000 to $74,999",NA,middle class,midwest,not available in this year,not very strong democrat,slightly liberal,catholic,no,NA,only some
p07543,2021,100,0.8399390413522569,41,male,white,not hispanic,graduate,"$170,000 or over",4,middle class,midwest,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",orthodox-christian,no,not available in this year,a great deal
p07544,2018,1939,0.8987193710014405,39,male,white,not hispanic,bachelor's,"$150,000 to $169,999",2,middle class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,NA
p07545,2021,3301,0.9805551360634354,56,female,white,not hispanic,graduate,"$150,000 to $169,999",4,middle class,west,suburbs of 12 largest smsas,strong democrat,liberal,catholic,yes,not available in this year,only some
p07546,2022,421,0.48110305916714785,46,male,white,not hispanic,graduate,"$170,000 or over",5,upper class,midwest,suburbs of 12 largest smsas,strong republican,conservative,catholic,no,NA,only some
p07547,2024,1106,0.3540855595914046,43,male,white,"mexican, mexican american, chicano/a",high school,"$90,000 to $109,999",NA,working class,west,not available in this year,not very strong democrat,"moderate, middle of the road",catholic,no,strong,only some
p07548,2022,2146,0.5927472419879651,54,male,black or african american,not hispanic,high school,"$130,000 to $149,999",2,working class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,no,NA,a great deal
p07549,2024,2840,0.29630129978478525,38,female,black or african american,not hispanic,high school,"$10,000 to $12,499",NA,working class,south,not available in this year,"independent, close to republican","moderate, middle of the road",protestant,yes,strong,NA
p07550,2021,1267,0.9074076553967497,69,male,white,not hispanic,bachelor's,"$75,000 to $89,999",4,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to democrat",slightly liberal,orthodox-christian,no,not available in this year,a great deal
p07551,2021,814,1.1808051773969883,64,male,white,not hispanic,high school,"$10,000 to $12,499",2,lower class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",slightly liberal,protestant,NA,not available in this year,NA
p07552,2024,150,1.5673735018742674,71,female,white,not hispanic,high school,"$110,000 to $129,999",NA,middle class,northeast,not available in this year,not very strong republican,conservative,catholic,no,NA,NA
p07553,2024,158,0.6468887824133586,64,female,white,not hispanic,graduate,"$130,000 to $149,999",NA,middle class,northeast,not available in this year,not very strong republican,"moderate, middle of the road",catholic,no,NA,a great deal
p07554,2024,2232,0.3373304622258671,26,male,white,puerto rican,high school,"$22,500 to $24,999",1,middle class,midwest,not available in this year,"independent, close to republican","moderate, middle of the road",none,no,no religion,only some
p07555,2024,1890,2.8786603900383954,64,male,white,not hispanic,graduate,"$170,000 or over",2,middle class,midwest,not available in this year,strong democrat,"moderate, middle of the road",protestant,no,not very strong,NA
p07556,2024,2394,1.1768458734155265,32,male,white,not hispanic,high school,"$90,000 to $109,999",1,working class,south,not available in this year,not very strong republican,slightly conservative,protestant,no,NA,only some
p07557,2021,2527,1.2778318692696167,71,female,white,not hispanic,high school,"$6,000 to $6,999",3,working class,west,suburbs of the remaining 100 largest smsas,strong democrat,slightly liberal,catholic,no,not available in this year,a great deal
p07558,2024,3141,0.5502588467952786,39,male,white,not hispanic,bachelor's,"$90,000 to $109,999",NA,middle class,midwest,not available in this year,"independent, close to republican",slightly conservative,protestant,yes,NA,only some
p07559,2021,3320,0.2759852201927331,67,female,white,not hispanic,bachelor's,"$60,000 to $74,999",1,middle class,south,central city of the remainder of the 100 largest smsas,"independent, close to republican",extremely conservative,catholic,no,not available in this year,hardly any
p07560,2021,108,0.8524579266601794,57,female,white,not hispanic,associate/junior college,"$25,000 to $29,999",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,NA,not available in this year,NA
p07561,2022,2783,0.5237092713614976,49,female,white,not hispanic,bachelor's,"$110,000 to $129,999",NA,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,catholic,no,NA,NA
p07562,2022,542,0.2501779012975845,33,male,hispanic,"another hispanic, latino, or spanish origin",less than high school,"$12,500 to $14,999",NA,working class,south,central city of 12 largest smsas,not very strong democrat,"moderate, middle of the road",catholic,no,somewhat strong (vol.),NA
p07563,2021,389,0.7737165285814939,49,female,asian,not hispanic,graduate,"$90,000 to $109,999",3,middle class,south,central city of the remainder of the 100 largest smsas,"independent, close to democrat",liberal,catholic,NA,not available in this year,NA
p07564,2024,3036,0.8396871836797317,26,female,white,"mexican, mexican american, chicano/a",high school,"$12,500 to $14,999",NA,lower class,south,not available in this year,"independent (neither, no response)",extremely liberal,other,no,NA,only some
p07565,2024,1052,0.8288784887431627,32,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",NA,working class,west,not available in this year,strong democrat,slightly liberal,none,no,NA,a great deal
p07566,2022,2381,0.32525747618761247,58,male,asian,not hispanic,graduate,"$50,000 to $59,999",NA,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",catholic,yes,strong,NA
p07567,2018,416,0.8115113868460317,32,male,white,not hispanic,bachelor's,"$170,000 or over",2,upper class,northeast,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",none,no,no religion,NA
p07568,2021,1588,0.4294239611652893,71,female,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,no,not available in this year,only some
p07569,2024,1936,0.8980989947956804,49,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",NA,lower class,northeast,not available in this year,"independent, close to republican",conservative,protestant,no,not very strong,NA
p07570,2021,3556,0.9128134809785168,51,male,white,not hispanic,graduate,"$170,000 or over",6,middle class,west,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,not available in this year,only some
p07571,2022,3491,0.4613930590385313,67,male,white,not hispanic,graduate,"$170,000 or over",2,upper class,south,"other rural (counties having no towns of 10,000 or more)",strong democrat,extremely liberal,jewish,no,NA,NA
p07572,2022,2756,0.2625212875572349,88,male,white,not hispanic,high school,"$22,500 to $24,999",1,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p07573,2018,1550,0.4047560281722762,62,male,white,not hispanic,graduate,"$50,000 to $59,999",2,working class,south,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",extremely liberal,none,no,no religion,NA
p07574,2021,3034,0.7479251167225404,37,male,asian,not hispanic,graduate,"$170,000 or over",1,middle class,northeast,suburbs of 12 largest smsas,not very strong democrat,liberal,hinduism,NA,not available in this year,NA
